,playId,gameId,event,duration,death,prob,xSuccessPocket
0,76,2021101400,pass,19.0,0.0,0.994663029549241,0.005336970450758982
1,334,2021101400,hurry,33.0,1.0,0.7269223486912654,-0.7269223486912654
2,379,2021101400,scramble,50.0,1.0,0.17942695199939143,-0.17942695199939143
3,419,2021101400,pass,26.0,0.0,0.9375136978364337,0.06248630216356632
4,441,2021101400,scramble,33.0,1.0,0.5533898866477377,-0.5533898866477377
5,500,2021101400,hurry,30.0,1.0,0.8405501323525053,-0.8405501323525053
6,627,2021101400,pass,26.0,0.0,0.9531221399490912,0.04687786005090877
7,651,2021101400,pass,20.0,0.0,0.9909087322799075,0.0090912677200925
8,686,2021101400,pass,19.0,0.0,0.9936411730446499,0.006358826955350061
9,938,2021101400,hurry,18.0,1.0,0.9963126479058136,-0.9963126479058136
10,962,2021101400,hurry,19.0,1.0,0.990921907769094,-0.990921907769094
11,1054,2021101400,hurry,21.0,1.0,0.9826053447694562,-0.9826053447694562
12,1171,2021101400,hurry,26.0,1.0,0.9370923375833724,-0.9370923375833724
13,1253,2021101400,hurry,29.0,1.0,0.8522862028639456,-0.8522862028639456
14,1375,2021101400,pass,34.0,0.0,0.6818795254356589,0.3181204745643411
15,1447,2021101400,pass,22.0,0.0,0.9787239677802839,0.02127603221971608
16,1609,2021101400,pass,23.0,0.0,0.9701777059806747,0.029822294019325346
17,1724,2021101400,scramble,48.0,1.0,0.2081184141090181,-0.2081184141090181
18,1752,2021101400,scramble,37.0,1.0,0.5746145414507968,-0.5746145414507968
19,1778,2021101400,pass,58.0,0.0,0.06596134162850543,0.9340386583714946
20,1879,2021101400,pass,34.0,0.0,0.6662487382607435,0.3337512617392565
21,1901,2021101400,hurry,30.0,1.0,0.8324814650246057,-0.8324814650246057
22,1923,2021101400,hurry,33.0,1.0,0.7343246296527864,-0.7343246296527864
23,1959,2021101400,pass,29.0,0.0,0.9126333308830344,0.08736666911696556
24,1983,2021101400,scramble,41.0,1.0,0.5157805858197181,-0.5157805858197181
25,2016,2021101400,scramble,52.0,1.0,0.24755334062975712,-0.24755334062975712
26,2170,2021101400,pass,30.0,0.0,0.8369062741344392,0.1630937258655608
27,2217,2021101400,pass,21.0,0.0,0.9844379159482037,0.015562084051796266
28,2241,2021101400,pass,26.0,0.0,0.9256661107492585,0.07433388925074147
29,2312,2021101400,pass,24.0,0.0,0.9580379828466665,0.041962017153333475
30,2722,2021101400,hurry,35.0,1.0,0.6519653897454335,-0.6519653897454335
31,2744,2021101400,scramble,31.0,1.0,0.7963840511671246,-0.7963840511671246
32,2797,2021101400,pass,26.0,0.0,0.8714147164487636,0.12858528355123644
33,2843,2021101400,hurry,29.0,1.0,0.8620413278121849,-0.8620413278121849
34,3152,2021101400,scramble,31.0,1.0,0.6940741736148938,-0.6940741736148938
35,3278,2021101400,pass,19.0,0.0,0.9895475888689167,0.010452411131083306
36,3302,2021101400,hurry,29.0,1.0,0.8343783385562775,-0.8343783385562775
37,3326,2021101400,pass,28.0,0.0,0.8239255722542617,0.17607442774573834
38,3368,2021101400,pass,25.0,0.0,0.904915749134561,0.09508425086543904
39,3390,2021101400,pass,29.0,0.0,0.8661165930703996,0.13388340692960043
40,3669,2021101400,pass,19.0,0.0,0.9908848940577614,0.009115105942238633
41,3761,2021101400,scramble,25.0,1.0,0.9477530187551273,-0.9477530187551273
42,3823,2021101400,pass,25.0,0.0,0.9067960148766125,0.09320398512338746
43,95,2021101700,pass,21.0,0.0,0.9865223104616626,0.01347768953833739
44,142,2021101700,pass,37.0,0.0,0.5623883343809016,0.43761166561909837
45,259,2021101700,pass,32.0,0.0,0.689923849770664,0.310076150229336
46,283,2021101700,hurry,24.0,1.0,0.9224117807972742,-0.9224117807972742
47,305,2021101700,pass,19.0,0.0,0.9913557223107474,0.008644277689252577
48,329,2021101700,pass,23.0,0.0,0.9822610519657446,0.017738948034255353
49,499,2021101700,pass,24.0,0.0,0.9617107964212998,0.03828920357870025
50,544,2021101700,pass,25.0,0.0,0.9472898505465496,0.05271014945345043
51,632,2021101700,pass,28.0,0.0,0.8792377732804638,0.12076222671953618
52,874,2021101700,pass,16.0,0.0,0.9985240632634418,0.0014759367365582143
53,1048,2021101700,pass,32.0,0.0,0.7914972964606986,0.20850270353930145
54,1077,2021101700,hurry,31.0,1.0,0.811276243018713,-0.811276243018713
55,1190,2021101700,hurry,24.0,1.0,0.9724661654088418,-0.9724661654088418
56,1388,2021101700,scramble,35.0,1.0,0.6166184181631846,-0.6166184181631846
57,1438,2021101700,pass,35.0,0.0,0.8220781143851005,0.17792188561489952
58,1507,2021101700,hurry,25.0,1.0,0.9700939807698375,-0.9700939807698375
59,1563,2021101700,pass,22.0,0.0,0.9793794124334736,0.020620587566526405
60,1592,2021101700,hurry,22.0,1.0,0.9727665085299947,-0.9727665085299947
61,1693,2021101700,pass,17.0,0.0,0.9982989489348721,0.0017010510651278565
62,1714,2021101700,hurry,27.0,1.0,0.9176120034566682,-0.9176120034566682
63,1765,2021101700,scramble,33.0,1.0,0.5508805405172157,-0.5508805405172157
64,1814,2021101700,scramble,21.0,1.0,0.9833524782190214,-0.9833524782190214
65,1853,2021101700,hurry,34.0,1.0,0.4068261120675067,-0.4068261120675067
66,2008,2021101700,pass,21.0,0.0,0.9871483463224026,0.012851653677597441
67,2056,2021101700,pass,18.0,0.0,0.9962322534013666,0.003767746598633437
68,2156,2021101700,pass,33.0,0.0,0.6959828764810246,0.30401712351897536
69,2178,2021101700,pass,25.0,0.0,0.947968249462753,0.05203175053724696
70,2275,2021101700,pass,26.0,0.0,0.9025801671583,0.09741983284169997
71,2297,2021101700,pass,28.0,0.0,0.8734781803946229,0.12652181960537712
72,2326,2021101700,pass,25.0,0.0,0.941481256043808,0.058518743956192054
73,2467,2021101700,pass,29.0,0.0,0.8623938854933301,0.13760611450666993
74,2514,2021101700,pass,21.0,0.0,0.9819530020656505,0.018046997934349496
75,2536,2021101700,pass,26.0,0.0,0.9340394784336489,0.06596052156635113
76,2560,2021101700,scramble,30.0,1.0,0.6916554974172776,-0.6916554974172776
77,2721,2021101700,pass,25.0,0.0,0.945285826770747,0.05471417322925298
78,2745,2021101700,scramble,37.0,1.0,0.6898447820970736,-0.6898447820970736
79,2810,2021101700,scramble,32.0,1.0,0.789284683730181,-0.789284683730181
80,2831,2021101700,hurry,36.0,1.0,0.3799871526009291,-0.3799871526009291
81,2904,2021101700,pass,24.0,0.0,0.9750653787742731,0.024934621225726872
82,2952,2021101700,pass,36.0,0.0,0.6162297470849676,0.3837702529150324
83,3280,2021101700,hurry,25.0,1.0,0.8894425407701315,-0.8894425407701315
84,3450,2021101700,hurry,24.0,1.0,0.9598227591535796,-0.9598227591535796
85,3631,2021101700,scramble,44.0,1.0,0.37064228196993143,-0.37064228196993143
86,3700,2021101700,scramble,34.0,1.0,0.7713406362238935,-0.7713406362238935
87,3724,2021101700,hurry,30.0,1.0,0.7608517838035089,-0.7608517838035089
88,3815,2021101700,pass,21.0,0.0,0.9857127495436387,0.014287250456361256
89,3839,2021101700,pass,25.0,0.0,0.944969643397583,0.05503035660241695
90,3951,2021101700,pass,20.0,0.0,0.9931476572978569,0.006852342702143077
91,4047,2021101700,pass,24.0,0.0,0.919985797016673,0.08001420298332695
92,4071,2021101700,pass,18.0,0.0,0.9947415884425977,0.005258411557402254
93,4120,2021101700,scramble,42.0,1.0,0.38852751669297975,-0.38852751669297975
94,4285,2021101700,hurry,24.0,1.0,0.9599448079105707,-0.9599448079105707
95,4307,2021101700,pass,25.0,0.0,0.8827178282145905,0.11728217178540945
96,4424,2021101700,pass,22.0,0.0,0.9823699185600203,0.017630081439979683
97,4498,2021101700,pass,15.0,0.0,1.0,0.0
98,63,2021101701,pass,29.0,0.0,0.7636962333398524,0.23630376666014763
99,132,2021101701,pass,27.0,0.0,0.9342145467159501,0.06578545328404994
100,161,2021101701,pass,24.0,0.0,0.9631842268737941,0.036815773126205875
101,669,2021101701,sack,39.0,1.0,0.26487031139395156,-0.26487031139395156
102,914,2021101701,pass,34.0,0.0,0.7370962930799372,0.2629037069200628
103,1036,2021101701,pass,27.0,0.0,0.9067159720159239,0.09328402798407609
104,1104,2021101701,pass,18.0,0.0,0.9951781486006914,0.004821851399308574
105,1126,2021101701,pass,33.0,0.0,0.5319856275047582,0.4680143724952418
106,1184,2021101701,pass,24.0,0.0,0.9646393332796294,0.03536066672037064
107,1230,2021101701,scramble,22.0,1.0,0.981011354218553,-0.981011354218553
108,1254,2021101701,pass,20.0,0.0,0.9912720662926282,0.008727933707371793
109,1276,2021101701,pass,24.0,0.0,0.946891230854211,0.05310876914578899
110,1298,2021101701,scramble,45.0,1.0,0.2755753321409012,-0.2755753321409012
111,1326,2021101701,scramble,35.0,1.0,0.6091318761404152,-0.6091318761404152
112,1493,2021101701,pass,28.0,0.0,0.8836967975345417,0.11630320246545833
113,1517,2021101701,pass,27.0,0.0,0.9065317650015337,0.09346823499846635
114,1716,2021101701,pass,20.0,0.0,0.9909979878471208,0.009002012152879213
115,1803,2021101701,sack,44.0,1.0,0.21831664681955765,-0.21831664681955765
116,1822,2021101701,pass,32.0,0.0,0.7825239608539982,0.21747603914600178
117,1844,2021101701,sack,40.0,1.0,0.4932238591461086,-0.4932238591461086
118,2014,2021101701,pass,22.0,0.0,0.94330804797101,0.05669195202899002
119,2338,2021101701,pass,35.0,0.0,0.6568393566161398,0.3431606433838602
120,2392,2021101701,hurry,23.0,1.0,0.8934989206495114,-0.8934989206495114
121,2435,2021101701,pass,30.0,0.0,0.8430235462422453,0.1569764537577547
122,2457,2021101701,pass,28.0,0.0,0.8180762920019096,0.18192370799809043
123,2519,2021101701,pass,28.0,0.0,0.8815489993318438,0.11845100066815617
124,2563,2021101701,pass,28.0,0.0,0.9048628863666365,0.09513711363336352
125,2786,2021101701,hurry,36.0,1.0,0.40652673942102135,-0.40652673942102135
126,2899,2021101701,pass,20.0,0.0,0.9889112466469467,0.01108875335305326
127,2923,2021101701,pass,28.0,0.0,0.8790613364950353,0.12093866350496474
128,3010,2021101701,pass,26.0,0.0,0.9342006644751224,0.0657993355248776
129,3032,2021101701,pass,30.0,0.0,0.7110159665784906,0.28898403342150936
130,3113,2021101701,hurry,39.0,1.0,0.4313582535550551,-0.4313582535550551
131,3137,2021101701,scramble,26.0,1.0,0.9219008112723439,-0.9219008112723439
132,3172,2021101701,pass,34.0,0.0,0.7331629141249406,0.2668370858750594
133,3236,2021101701,pass,20.0,0.0,0.9861215839535868,0.013878416046413156
134,3376,2021101701,pass,25.0,0.0,0.9451206273246303,0.054879372675369686
135,3500,2021101701,pass,31.0,0.0,0.8005695418490524,0.19943045815094762
136,3545,2021101701,sack,50.0,1.0,0.1557614328830486,-0.1557614328830486
137,3564,2021101701,hurry,27.0,1.0,0.6934534548571101,-0.6934534548571101
138,123,2021101702,pass,25.0,0.0,0.951789010787,0.048210989213000044
139,173,2021101702,pass,29.0,0.0,0.8715611647321316,0.12843883526786837
140,197,2021101702,pass,24.0,0.0,0.9255293710026854,0.0744706289973146
141,428,2021101702,pass,30.0,0.0,0.8219189659778563,0.1780810340221437
142,628,2021101702,pass,25.0,0.0,0.9475965118053897,0.05240348819461027
143,652,2021101702,pass,31.0,0.0,0.7902182087248623,0.20978179127513774
144,697,2021101702,pass,27.0,0.0,0.8377893524791338,0.16221064752086622
145,790,2021101702,pass,22.0,0.0,0.9794846358796966,0.020515364120303414
146,911,2021101702,sack,38.0,1.0,0.43698986223001746,-0.43698986223001746
147,947,2021101702,pass,18.0,0.0,0.9957663729757592,0.004233627024240794
148,1224,2021101702,pass,26.0,0.0,0.9264733166858976,0.07352668331410239
149,1379,2021101702,pass,26.0,0.0,0.9279381105643301,0.07206188943566993
150,1417,2021101702,hurry,51.0,1.0,0.14433741688436308,-0.14433741688436308
151,1439,2021101702,pass,34.0,0.0,0.7598107375471955,0.24018926245280448
152,1741,2021101702,pass,26.0,0.0,0.8575843830325907,0.14241561696740934
153,1813,2021101702,pass,24.0,0.0,0.9609731906557744,0.039026809344225644
154,1869,2021101702,pass,21.0,0.0,0.9904753585538267,0.009524641446173265
155,1914,2021101702,pass,33.0,0.0,0.6379848070956797,0.36201519290432027
156,2084,2021101702,pass,27.0,0.0,0.9010909490245328,0.0989090509754672
157,2108,2021101702,pass,26.0,0.0,0.9308729318771796,0.06912706812282043
158,2130,2021101702,pass,20.0,0.0,0.9869086231198575,0.013091376880142502
159,2192,2021101702,scramble,32.0,1.0,0.7753026372900793,-0.7753026372900793
160,2251,2021101702,hurry,34.0,1.0,0.7665445915606317,-0.7665445915606317
161,2292,2021101702,hurry,27.0,1.0,0.9037556410849631,-0.9037556410849631
162,2352,2021101702,pass,23.0,0.0,0.9610399047143321,0.038960095285667906
163,2393,2021101702,pass,28.0,0.0,0.8404565390589454,0.15954346094105465
164,2415,2021101702,pass,32.0,0.0,0.753200095819611,0.246799904180389
165,2503,2021101702,pass,22.0,0.0,0.978865808528496,0.02113419147150397
166,2601,2021101702,pass,37.0,0.0,0.716703609231639,0.283296390768361
167,2678,2021101702,scramble,34.0,1.0,0.7224839931952171,-0.7224839931952171
168,2697,2021101702,pass,32.0,0.0,0.7609408603124931,0.23905913968750692
169,2774,2021101702,scramble,42.0,1.0,0.17811738299817936,-0.17811738299817936
170,2793,2021101702,pass,32.0,0.0,0.7321839393708808,0.2678160606291192
171,2847,2021101702,hurry,43.0,1.0,0.09847860968042356,-0.09847860968042356
172,2869,2021101702,pass,26.0,0.0,0.9108247707179602,0.0891752292820398
173,2954,2021101702,pass,25.0,0.0,0.9443196078642618,0.055680392135738166
174,2976,2021101702,hurry,24.0,1.0,0.9296058328868336,-0.9296058328868336
175,3177,2021101702,hurry,26.0,1.0,0.8494521203807718,-0.8494521203807718
176,3345,2021101702,pass,30.0,0.0,0.9143671423194886,0.08563285768051143
177,3367,2021101702,pass,27.0,0.0,0.953414851210799,0.04658514878920095
178,3680,2021101702,pass,23.0,0.0,0.9700032357890862,0.029996764210913796
179,3794,2021101702,pass,27.0,0.0,0.9035654311280255,0.09643456887197455
180,3881,2021101702,scramble,29.0,1.0,0.8528460971974279,-0.8528460971974279
181,3902,2021101702,hurry,23.0,1.0,0.945884759979624,-0.945884759979624
182,3924,2021101702,sack,41.0,1.0,0.2194659817824877,-0.2194659817824877
183,3954,2021101702,pass,27.0,0.0,0.9051468249837337,0.09485317501626633
184,3976,2021101702,sack,32.0,1.0,0.758243998107772,-0.758243998107772
185,4089,2021101702,scramble,31.0,1.0,0.7834571391040439,-0.7834571391040439
186,4110,2021101702,hurry,29.0,1.0,0.8564785007167199,-0.8564785007167199
187,4134,2021101702,pass,28.0,0.0,0.8806316735450546,0.11936832645494544
188,4158,2021101702,scramble,36.0,1.0,0.5617554474255256,-0.5617554474255256
189,4201,2021101702,scramble,47.0,1.0,0.2374352671695951,-0.2374352671695951
190,4412,2021101702,pass,31.0,0.0,0.8302388210190973,0.1697611789809027
191,4434,2021101702,pass,27.0,0.0,0.9006224715855025,0.09937752841449754
192,4477,2021101702,pass,31.0,0.0,0.788120903809378,0.21187909619062195
193,4499,2021101702,pass,33.0,0.0,0.719384487045257,0.28061551295474296
194,4523,2021101702,pass,16.0,0.0,0.9983204871272737,0.0016795128727262743
195,4547,2021101702,scramble,37.0,1.0,0.5051250784421808,-0.5051250784421808
196,4573,2021101702,hurry,27.0,1.0,0.8676661573763403,-0.8676661573763403
197,4595,2021101702,scramble,36.0,1.0,0.6741473095825257,-0.6741473095825257
198,4624,2021101702,pass,16.0,0.0,0.9985854380114217,0.0014145619885782557
199,4663,2021101702,hurry,21.0,1.0,0.9693386831592186,-0.9693386831592186
200,4692,2021101702,pass,28.0,0.0,0.867057409230547,0.13294259076945303
201,4746,2021101702,pass,16.0,0.0,0.9990681631735799,0.0009318368264200627
202,4775,2021101702,scramble,35.0,1.0,0.6118182099611841,-0.6118182099611841
203,4801,2021101702,pass,33.0,0.0,0.5123017868450205,0.4876982131549795
204,4883,2021101702,pass,24.0,0.0,0.9566856278330653,0.04331437216693468
205,5036,2021101702,pass,24.0,0.0,0.9774802262826096,0.022519773717390446
206,5133,2021101702,pass,42.0,0.0,0.534704818077679,0.465295181922321
207,5223,2021101702,pass,33.0,0.0,0.7128115174697118,0.28718848253028817
208,96,2021101703,scramble,34.0,1.0,0.6610984773119329,-0.6610984773119329
209,143,2021101703,pass,20.0,0.0,0.9890568648421091,0.010943135157890915
210,218,2021101703,pass,27.0,0.0,0.8921032362693972,0.10789676373060275
211,240,2021101703,sack,36.0,1.0,0.627170455664721,-0.627170455664721
212,393,2021101703,pass,27.0,0.0,0.9371704219812972,0.06282957801870281
213,422,2021101703,hurry,26.0,1.0,0.9307803462696389,-0.9307803462696389
214,451,2021101703,pass,34.0,0.0,0.6519250063920581,0.3480749936079419
215,608,2021101703,sack,37.0,1.0,0.5665781237364045,-0.5665781237364045
216,841,2021101703,scramble,23.0,1.0,0.9701377900093233,-0.9701377900093233
217,966,2021101703,hurry,52.0,1.0,0.29793552236555587,-0.29793552236555587
218,1090,2021101703,pass,18.0,0.0,0.9943463972094209,0.0056536027905791375
219,1394,2021101703,pass,21.0,0.0,0.985326288349707,0.014673711650292964
220,1437,2021101703,scramble,51.0,1.0,0.16570825276810083,-0.16570825276810083
221,1612,2021101703,hurry,30.0,1.0,0.8537642307937949,-0.8537642307937949
222,1634,2021101703,pass,34.0,0.0,0.7220634442716647,0.2779365557283353
223,1872,2021101703,pass,29.0,0.0,0.8513638399756553,0.14863616002434465
224,1896,2021101703,pass,28.0,0.0,0.8768384822696114,0.12316151773038864
225,1978,2021101703,scramble,34.0,1.0,0.6595193789258584,-0.6595193789258584
226,2060,2021101703,sack,50.0,1.0,0.19206488627451418,-0.19206488627451418
227,2243,2021101703,scramble,27.0,1.0,0.9073568182607975,-0.9073568182607975
228,2398,2021101703,pass,22.0,0.0,0.9806115430649183,0.019388456935081733
229,2485,2021101703,pass,23.0,0.0,0.9714816490817423,0.028518350918257718
230,2940,2021101703,pass,25.0,0.0,0.9613372001701904,0.03866279982980958
231,2962,2021101703,sack,30.0,1.0,0.595505064657281,-0.595505064657281
232,3059,2021101703,scramble,27.0,1.0,0.9019866994658828,-0.9019866994658828
233,3189,2021101703,hurry,31.0,1.0,0.8233509654813235,-0.8233509654813235
234,3218,2021101703,pass,22.0,0.0,0.9805832475177639,0.019416752482236066
235,3265,2021101703,pass,34.0,0.0,0.6624811733476709,0.33751882665232913
236,3403,2021101703,hurry,33.0,1.0,0.7095588711037729,-0.7095588711037729
237,3494,2021101703,scramble,49.0,1.0,0.3442427216534068,-0.3442427216534068
238,3580,2021101703,pass,37.0,0.0,0.5320761020459851,0.4679238979540149
239,3602,2021101703,scramble,50.0,1.0,0.03833089540234614,-0.03833089540234614
240,3692,2021101703,scramble,32.0,1.0,0.7472856090546971,-0.7472856090546971
241,3773,2021101703,scramble,36.0,1.0,0.6277670506956403,-0.6277670506956403
242,3809,2021101703,scramble,55.0,1.0,0.17888037300557838,-0.17888037300557838
243,162,2021101704,hurry,34.0,1.0,0.7848981181915752,-0.7848981181915752
244,252,2021101704,pass,26.0,0.0,0.9299402394884869,0.07005976051151308
245,340,2021101704,scramble,33.0,1.0,0.7094760711253079,-0.7094760711253079
246,366,2021101704,pass,24.0,0.0,0.9766876245063452,0.023312375493654836
247,478,2021101704,hurry,29.0,1.0,0.7182492683091865,-0.7182492683091865
248,566,2021101704,scramble,41.0,1.0,0.5578204373918109,-0.5578204373918109
249,680,2021101704,pass,29.0,0.0,0.8478818901708627,0.15211810982913732
250,704,2021101704,pass,33.0,0.0,0.8061878472181412,0.19381215278185882
251,776,2021101704,pass,27.0,0.0,0.926805463125499,0.07319453687450095
252,903,2021101704,pass,31.0,0.0,0.6597373770826506,0.34026262291734943
253,1138,2021101704,pass,21.0,0.0,0.9550339525085254,0.04496604749147459
254,1188,2021101704,pass,21.0,0.0,0.9866851587097358,0.013314841290264168
255,1210,2021101704,scramble,46.0,1.0,0.29394788910486,-0.29394788910486
256,1290,2021101704,sack,30.0,1.0,0.807508832597098,-0.807508832597098
257,1345,2021101704,pass,14.0,0.0,1.0,0.0
258,1369,2021101704,pass,21.0,0.0,0.9853452593754397,0.014654740624560292
259,1545,2021101704,hurry,25.0,1.0,0.8194636180527569,-0.8194636180527569
260,1613,2021101704,pass,25.0,0.0,0.9420536898794406,0.0579463101205594
261,1726,2021101704,pass,27.0,0.0,0.9054687497918714,0.09453125020812858
262,1786,2021101704,scramble,37.0,1.0,0.6797478360553959,-0.6797478360553959
263,1843,2021101704,hurry,26.0,1.0,0.923712202049527,-0.923712202049527
264,1867,2021101704,pass,46.0,0.0,0.3180530294065659,0.6819469705934341
265,1889,2021101704,pass,31.0,0.0,0.7158690958781678,0.2841309041218322
266,1913,2021101704,pass,30.0,0.0,0.8036773536667338,0.19632264633326624
267,1935,2021101704,pass,29.0,0.0,0.8909316774028799,0.10906832259712007
268,1957,2021101704,hurry,27.0,1.0,0.8480047922640617,-0.8480047922640617
269,1986,2021101704,scramble,34.0,1.0,0.622421464279517,-0.622421464279517
270,2029,2021101704,scramble,49.0,1.0,0.12371584161850074,-0.12371584161850074
271,2191,2021101704,pass,37.0,0.0,0.6784200879626687,0.3215799120373313
272,2327,2021101704,pass,23.0,0.0,0.9722386547439812,0.02776134525601881
273,2351,2021101704,pass,20.0,0.0,0.9916637116341811,0.0083362883658189
274,2440,2021101704,pass,24.0,0.0,0.9482729294894289,0.05172707051057113
275,2653,2021101704,pass,21.0,0.0,0.9676626993075951,0.032337300692404924
276,2739,2021101704,pass,35.0,0.0,0.7923525229353731,0.20764747706462694
277,2787,2021101704,pass,27.0,0.0,0.888724753825009,0.11127524617499096
278,2809,2021101704,pass,34.0,0.0,0.6894647213976606,0.3105352786023394
279,2903,2021101704,hurry,28.0,1.0,0.872164032626649,-0.872164032626649
280,3012,2021101704,scramble,43.0,1.0,0.1191529274616162,-0.1191529274616162
281,3031,2021101704,pass,23.0,0.0,0.9730801712342138,0.026919828765786247
282,3111,2021101704,pass,30.0,0.0,0.8690049703902415,0.1309950296097585
283,3145,2021101704,pass,21.0,0.0,0.9843887074746592,0.01561129252534077
284,3190,2021101704,pass,25.0,0.0,0.9440308436945876,0.05596915630541244
285,3235,2021101704,pass,30.0,0.0,0.8224076159209162,0.17759238407908384
286,3259,2021101704,pass,25.0,0.0,0.934942650052941,0.06505734994705903
287,3281,2021101704,pass,33.0,0.0,0.7439076554138315,0.2560923445861685
288,3305,2021101704,pass,22.0,0.0,0.9815100308260962,0.018489969173903775
289,3350,2021101704,pass,26.0,0.0,0.9433503184053125,0.05664968159468753
290,3391,2021101704,scramble,42.0,1.0,0.6038822405566516,-0.6038822405566516
291,3507,2021101704,pass,27.0,0.0,0.90184850439338,0.09815149560661995
292,3582,2021101704,pass,23.0,0.0,0.9724398770672039,0.027560122932796083
293,3673,2021101704,hurry,35.0,1.0,0.6338446995285894,-0.6338446995285894
294,3697,2021101704,hurry,26.0,1.0,0.9311772680505896,-0.9311772680505896
295,3743,2021101704,hurry,30.0,1.0,0.8397218688292178,-0.8397218688292178
296,3767,2021101704,pass,34.0,0.0,0.695128942321803,0.304871057678197
297,3791,2021101704,pass,28.0,0.0,0.8877130571951513,0.11228694280484874
298,3813,2021101704,pass,32.0,0.0,0.7755207835680789,0.22447921643192115
299,3837,2021101704,pass,30.0,0.0,0.8310934253145974,0.1689065746854026
300,3861,2021101704,pass,26.0,0.0,0.9356883916728002,0.06431160832719984
301,3928,2021101704,pass,36.0,0.0,0.62422871812544,0.37577128187456
302,3950,2021101704,pass,22.0,0.0,0.942726326053905,0.05727367394609495
303,111,2021101705,hurry,19.0,1.0,0.9951813980914688,-0.9951813980914688
304,182,2021101705,pass,22.0,0.0,0.9775948658428699,0.02240513415713008
305,225,2021101705,pass,21.0,0.0,0.9832566962973427,0.01674330370265731
306,349,2021101705,pass,27.0,0.0,0.8858646773722628,0.11413532262773718
307,378,2021101705,pass,20.0,0.0,0.9914211254475532,0.008578874552446769
308,449,2021101705,scramble,41.0,1.0,0.37772030196164297,-0.37772030196164297
309,561,2021101705,pass,17.0,0.0,0.9984309360927957,0.0015690639072043489
310,585,2021101705,sack,33.0,1.0,0.6465529653504059,-0.6465529653504059
311,644,2021101705,pass,30.0,0.0,0.8177250744939591,0.18227492550604085
312,1034,2021101705,scramble,27.0,1.0,0.9354243783143137,-0.9354243783143137
313,1250,2021101705,pass,21.0,0.0,0.984916302248556,0.015083697751444025
314,1401,2021101705,pass,24.0,0.0,0.9597973987818801,0.040202601218119915
315,1511,2021101705,pass,29.0,0.0,0.8500708718088005,0.14992912819119952
316,1674,2021101705,pass,32.0,0.0,0.8295574581131826,0.1704425418868174
317,1757,2021101705,pass,21.0,0.0,0.9843883977831132,0.015611602216886844
318,1820,2021101705,hurry,27.0,1.0,0.8784453140709083,-0.8784453140709083
319,1849,2021101705,hurry,28.0,1.0,0.8732324932059525,-0.8732324932059525
320,1911,2021101705,scramble,30.0,1.0,0.7774093811891213,-0.7774093811891213
321,2013,2021101705,pass,24.0,0.0,0.9554759697407694,0.044524030259230574
322,2035,2021101705,sack,38.0,1.0,0.3146401031899305,-0.3146401031899305
323,2173,2021101705,scramble,44.0,1.0,0.30323233341670397,-0.30323233341670397
324,2194,2021101705,scramble,40.0,1.0,0.41849474970783074,-0.41849474970783074
325,2396,2021101705,scramble,39.0,1.0,0.4466638298384787,-0.4466638298384787
326,2465,2021101705,pass,19.0,0.0,0.9947856880239232,0.005214311976076802
327,2760,2021101705,pass,27.0,0.0,0.8322998958317979,0.16770010416820214
