,frameId,Area,playId,gameId
0,1,25.10720000000002,132,2021092607
0,2,25.107200000000017,132,2021092607
0,3,25.10720000000001,132,2021092607
0,4,25.03354999999999,132,2021092607
0,5,24.9059,132,2021092607
0,6,24.778050000000015,132,2021092607
0,7,24.623599999999975,132,2021092607
0,8,24.373000000000005,132,2021092607
0,9,23.99970000000002,132,2021092607
0,10,23.641199999999976,132,2021092607
0,11,23.53039999999997,132,2021092607
0,12,23.49735,132,2021092607
0,13,23.550750000000008,132,2021092607
0,14,23.846100000000014,132,2021092607
0,15,24.006649999999993,132,2021092607
0,16,24.230499999999985,132,2021092607
0,17,24.497000000000025,132,2021092607
0,18,24.756349999999998,132,2021092607
0,19,24.85920000000001,132,2021092607
0,20,24.9051,132,2021092607
0,21,25.00235,132,2021092607
0,22,25.421900000000008,132,2021092607
0,23,25.04400814636673,132,2021092607
0,24,24.695733109199953,132,2021092607
0,25,24.335108655514126,132,2021092607
0,26,24.14615207843022,132,2021092607
0,27,22.41733339232829,132,2021092607
0,28,22.528364058930574,132,2021092607
0,29,22.985938284320156,132,2021092607
0,30,23.830009565327362,132,2021092607
0,31,17.58929900680727,132,2021092607
0,32,18.057552374295057,132,2021092607
0,33,18.521573907529106,132,2021092607
0,1,23.860700000000037,204,2021092607
0,2,23.791650000000047,204,2021092607
0,3,23.791650000000047,204,2021092607
0,4,23.791650000000047,204,2021092607
0,5,23.716350000000038,204,2021092607
0,6,23.594650000000033,204,2021092607
0,7,23.395800000000033,204,2021092607
0,8,23.155749999999962,204,2021092607
0,9,22.81015,204,2021092607
0,10,22.519999999999943,204,2021092607
0,11,22.471499999999995,204,2021092607
0,12,22.68224999999999,204,2021092607
0,13,22.87350000000003,204,2021092607
0,14,23.058799999999984,204,2021092607
0,15,23.37514999999996,204,2021092607
0,16,23.605949999999975,204,2021092607
0,17,23.796799999999998,204,2021092607
0,18,23.847199999999972,204,2021092607
0,19,23.65679999999999,204,2021092607
0,20,23.234149999999982,204,2021092607
0,21,22.714050000000007,204,2021092607
0,22,21.99199999999999,204,2021092607
0,23,21.032049999999984,204,2021092607
0,24,19.952299999999973,204,2021092607
0,25,18.705599999999947,204,2021092607
0,26,17.212550000000004,204,2021092607
0,27,15.599100000000059,204,2021092607
0,28,13.873000000000031,204,2021092607
0,29,12.067399999999967,204,2021092607
0,30,10.963149999999992,204,2021092607
0,31,8.58241917650249,204,2021092607
0,32,7.6667306325435245,204,2021092607
0,33,6.3583153351934625,204,2021092607
0,34,6.366334397716766,204,2021092607
0,35,6.5984281968958145,204,2021092607
0,36,7.3104832160036946,204,2021092607
0,37,8.01104640230137,204,2021092607
0,38,8.162995254180178,204,2021092607
0,39,8.343151816351515,204,2021092607
0,40,8.407138875539625,204,2021092607
0,41,8.288544101458735,204,2021092607
0,42,8.054013049781462,204,2021092607
0,43,7.9389598849401315,204,2021092607
0,1,25.056950000000008,247,2021092607
0,2,25.056950000000008,247,2021092607
0,3,25.024200000000018,247,2021092607
0,4,24.986400000000003,247,2021092607
0,5,24.939,247,2021092607
0,6,24.87060000000003,247,2021092607
0,7,24.640950000000032,247,2021092607
0,8,24.32820000000001,247,2021092607
0,9,24.030949999999976,247,2021092607
0,10,23.666550000000004,247,2021092607
0,11,23.440700000000028,247,2021092607
0,12,23.27475000000006,247,2021092607
0,13,23.334149999999948,247,2021092607
0,14,23.37225000000003,247,2021092607
0,15,23.45829999999998,247,2021092607
0,16,23.743050000000004,247,2021092607
0,17,23.91104999999994,247,2021092607
0,18,23.974550000000008,247,2021092607
0,19,24.004950000000036,247,2021092607
0,20,23.950649999999964,247,2021092607
0,21,23.824149999999985,247,2021092607
0,22,23.67535000000002,247,2021092607
0,23,20.200544706148737,247,2021092607
0,24,19.065824457804183,247,2021092607
0,25,17.82397660900628,247,2021092607
0,26,16.587885045344375,247,2021092607
0,27,15.572100660040306,247,2021092607
0,28,14.685142353966349,247,2021092607
0,29,14.419473761761378,247,2021092607
0,30,14.467048526885995,247,2021092607
0,31,14.446540133990355,247,2021092607
0,32,14.384574402070736,247,2021092607
0,33,15.12940555555554,247,2021092607
0,34,16.70454534059952,247,2021092607
0,35,20.144949999999987,247,2021092607
0,36,21.98390000000002,247,2021092607
0,37,23.728200000000008,247,2021092607
0,38,24.993249999999964,247,2021092607
0,39,25.94399999999999,247,2021092607
0,40,26.302399999999977,247,2021092607
0,41,24.800402216834655,247,2021092607
0,42,23.621697661455908,247,2021092607
0,43,22.985668722159847,247,2021092607
0,44,23.66884180938977,247,2021092607
0,45,25.12301192153664,247,2021092607
0,46,25.921890970102318,247,2021092607
0,47,26.267285627000227,247,2021092607
0,48,26.98926531947087,247,2021092607
0,49,26.558206015485965,247,2021092607
0,50,26.637985096853377,247,2021092607
0,51,25.086455628374345,247,2021092607
0,1,24.514949999999995,390,2021092607
0,2,24.457650000000008,390,2021092607
0,3,24.371700000000004,390,2021092607
0,4,24.142599999999995,390,2021092607
0,5,24.054799999999993,390,2021092607
0,6,23.796499999999995,390,2021092607
0,7,23.603799999999996,390,2021092607
0,8,23.552499999999995,390,2021092607
0,9,23.574000000000005,390,2021092607
0,10,23.75475,390,2021092607
0,11,24.16230000000001,390,2021092607
0,12,24.547199999999986,390,2021092607
0,13,24.980700000000006,390,2021092607
0,14,25.43890000000001,390,2021092607
0,15,25.8315,390,2021092607
0,16,25.93485,390,2021092607
0,17,25.85745,390,2021092607
0,18,25.35930000000001,390,2021092607
0,19,24.722550000000002,390,2021092607
0,20,23.828400000000002,390,2021092607
0,21,22.740450000000006,390,2021092607
0,22,21.46115,390,2021092607
0,23,20.0886,390,2021092607
0,24,18.830350000000006,390,2021092607
0,25,17.517900000000008,390,2021092607
0,26,16.24929999999999,390,2021092607
0,1,24.781349999999996,533,2021092607
0,2,24.720300000000048,533,2021092607
0,3,24.720300000000048,533,2021092607
0,4,24.645150000000015,533,2021092607
0,5,24.615000000000062,533,2021092607
0,6,24.516100000000048,533,2021092607
0,7,24.45499999999997,533,2021092607
0,8,24.380299999999977,533,2021092607
0,9,24.30039999999998,533,2021092607
0,10,24.318150000000003,533,2021092607
0,11,24.51125000000002,533,2021092607
0,12,24.706150000000047,533,2021092607
0,13,25.09554999999997,533,2021092607
0,14,25.5657,533,2021092607
0,15,26.13939999999995,533,2021092607
0,16,26.65549999999997,533,2021092607
0,17,27.15059999999997,533,2021092607
0,18,27.80250000000003,533,2021092607
0,19,28.621099999999977,533,2021092607
0,20,29.547349999999977,533,2021092607
0,21,30.38150000000002,533,2021092607
0,22,31.31799999999998,533,2021092607
0,23,31.88539999999999,533,2021092607
0,24,32.13744999999994,533,2021092607
0,25,32.13880000000005,533,2021092607
0,26,31.748749999999948,533,2021092607
0,27,25.788561971279215,533,2021092607
0,28,25.12233758454465,533,2021092607
0,29,22.37370275718568,533,2021092607
0,30,20.834699126761336,533,2021092607
0,31,18.206223446030297,533,2021092607
0,32,15.884519793985056,533,2021092607
0,33,14.043936265853485,533,2021092607
0,34,12.800145523345334,533,2021092607
0,35,11.150785721362249,533,2021092607
0,36,10.580900562572756,533,2021092607
0,37,9.844181445018904,533,2021092607
0,38,11.710446860932477,533,2021092607
0,39,13.075305184371613,533,2021092607
0,1,27.602199999999996,580,2021092607
0,2,27.649250000000002,580,2021092607
0,3,27.590250000000026,580,2021092607
0,4,27.60400000000002,580,2021092607
0,5,27.49850000000002,580,2021092607
0,6,27.305399999999985,580,2021092607
0,7,27.15809999999999,580,2021092607
0,8,26.961650000000027,580,2021092607
0,9,26.795300000000008,580,2021092607
0,10,26.3125,580,2021092607
0,11,26.035999999999976,580,2021092607
0,12,25.737750000000023,580,2021092607
0,13,25.334649999999996,580,2021092607
0,14,25.017899999999997,580,2021092607
0,15,24.906100000000027,580,2021092607
0,16,24.817899999999977,580,2021092607
0,17,24.721900000000012,580,2021092607
0,18,26.040950000000016,580,2021092607
0,19,27.96910000000001,580,2021092607
0,20,30.061449999999994,580,2021092607
0,21,32.228399999999986,580,2021092607
0,22,34.455899999999986,580,2021092607
0,23,37.04469999999999,580,2021092607
0,24,39.63855,580,2021092607
0,25,42.317750000000004,580,2021092607
0,26,44.97540000000001,580,2021092607
0,27,47.6516,580,2021092607
0,28,49.55579881586021,580,2021092607
0,29,52.0946326054145,580,2021092607
0,30,52.85063412240504,580,2021092607
0,31,54.62554363489425,580,2021092607
0,32,48.22259597231732,580,2021092607
0,33,49.76146681191811,580,2021092607
0,34,47.66427908565271,580,2021092607
0,35,59.121240269654145,580,2021092607
0,36,59.54874169551951,580,2021092607
0,37,60.33220776811896,580,2021092607
0,38,61.2773,580,2021092607
0,39,0.0,580,2021092607
0,40,0.0,580,2021092607
0,41,0.0,580,2021092607
0,1,21.998449999999984,629,2021092607
0,2,21.932399999999994,629,2021092607
0,3,21.90609999999999,629,2021092607
0,4,21.853499999999976,629,2021092607
0,5,21.818700000000028,629,2021092607
0,6,21.634500000000006,629,2021092607
0,7,21.572499999999994,629,2021092607
0,8,21.580050000000007,629,2021092607
0,9,21.632800000000003,629,2021092607
0,10,21.79359999999998,629,2021092607
0,11,21.878000000000018,629,2021092607
0,12,22.305899999999994,629,2021092607
0,13,22.67244999999999,629,2021092607
0,14,23.08450000000002,629,2021092607
0,15,23.715899999999976,629,2021092607
0,16,24.42559999999997,629,2021092607
0,17,25.181999999999988,629,2021092607
0,18,26.015100000000015,629,2021092607
0,19,26.78305000000001,629,2021092607
0,20,27.477199999999982,629,2021092607
0,21,28.11545000000002,629,2021092607
0,22,28.396599999999978,629,2021092607
0,23,28.341150000000006,629,2021092607
0,24,27.76845000000003,629,2021092607
0,25,26.934699999999978,629,2021092607
0,26,24.893883664924033,629,2021092607
0,27,23.11105007690498,629,2021092607
0,28,19.956497726196297,629,2021092607
0,29,18.247140920723872,629,2021092607
0,30,17.229234176187838,629,2021092607
0,31,15.558879294162733,629,2021092607
0,32,15.212075104565063,629,2021092607
0,33,13.73492435318443,629,2021092607
0,34,13.917676056334443,629,2021092607
0,35,14.066743667730087,629,2021092607
0,36,14.458536222184842,629,2021092607
0,37,13.586613843322315,629,2021092607
0,38,14.597130254861465,629,2021092607
0,39,16.004490938945544,629,2021092607
0,40,16.789824157879075,629,2021092607
0,41,18.615737570169884,629,2021092607
0,42,19.88431164711014,629,2021092607
0,43,22.30247179454143,629,2021092607
0,1,25.199800000000003,697,2021092607
0,2,25.16660000000002,697,2021092607
0,3,25.135200000000026,697,2021092607
0,4,25.103800000000017,697,2021092607
0,5,24.978200000000022,697,2021092607
0,6,24.813150000000018,697,2021092607
0,7,24.563850000000016,697,2021092607
0,8,24.25950000000001,697,2021092607
0,9,23.909000000000006,697,2021092607
0,10,23.56619999999998,697,2021092607
0,11,23.231399999999983,697,2021092607
0,12,22.710049999999995,697,2021092607
0,13,22.414499999999975,697,2021092607
0,14,22.569599999999998,697,2021092607
0,15,22.67265000000001,697,2021092607
0,16,22.674550000000032,697,2021092607
0,17,22.718599999999974,697,2021092607
0,18,22.910799999999988,697,2021092607
0,19,23.00309999999999,697,2021092607
0,20,23.036849999999973,697,2021092607
0,21,23.108650000000008,697,2021092607
0,22,22.806300000000046,697,2021092607
0,23,22.18164999999999,697,2021092607
0,24,21.719050000000014,697,2021092607
0,25,20.695000000000036,697,2021092607
0,26,17.364933778702248,697,2021092607
0,27,15.290906739251646,697,2021092607
0,28,13.197589059434181,697,2021092607
0,29,12.350055907355,697,2021092607
0,30,11.891779634537546,697,2021092607
0,31,11.727106176227984,697,2021092607
0,32,11.92299963616037,697,2021092607
0,33,12.175892839251254,697,2021092607
0,34,12.358439649486233,697,2021092607
0,35,11.163743289207803,697,2021092607
0,1,23.244049999999987,765,2021092607
0,2,23.212249999999983,765,2021092607
0,3,23.151749999999993,765,2021092607
0,4,23.183549999999983,765,2021092607
0,5,23.09434999999999,765,2021092607
0,6,22.996000000000016,765,2021092607
0,7,22.867199999999997,765,2021092607
0,8,22.77225000000001,765,2021092607
0,9,22.686250000000005,765,2021092607
0,10,22.682199999999977,765,2021092607
0,11,22.700699999999987,765,2021092607
0,12,22.95364999999999,765,2021092607
0,13,23.297699999999995,765,2021092607
0,14,23.51705000000001,765,2021092607
0,15,23.650399999999994,765,2021092607
0,16,23.74970000000001,765,2021092607
0,17,23.70340000000001,765,2021092607
0,18,23.61874999999998,765,2021092607
0,19,23.520299999999995,765,2021092607
0,20,23.4339,765,2021092607
0,21,23.126400000000015,765,2021092607
0,22,22.8577,765,2021092607
0,23,22.38924999999996,765,2021092607
0,24,21.853950000000005,765,2021092607
0,25,21.09955,765,2021092607
0,26,20.374100000000034,765,2021092607
0,27,19.227300000000007,765,2021092607
0,28,18.116200000000006,765,2021092607
0,29,18.05989999999998,765,2021092607
0,30,18.751250000000002,765,2021092607
0,31,19.650150000000007,765,2021092607
0,32,20.564099999999982,765,2021092607
0,33,22.304500000000026,765,2021092607
0,34,24.681549999999994,765,2021092607
0,35,27.253700000000006,765,2021092607
0,36,29.71204999999999,765,2021092607
0,1,24.70239999999999,789,2021092607
0,2,24.610750000000003,789,2021092607
0,3,24.5802,789,2021092607
0,4,24.520149999999997,789,2021092607
0,5,24.43059999999999,789,2021092607
0,6,24.392299999999995,789,2021092607
0,7,24.2703,789,2021092607
0,8,24.15029999999999,789,2021092607
0,9,24.222099999999998,789,2021092607
0,10,24.3906,789,2021092607
0,11,24.571800000000003,789,2021092607
0,12,24.785499999999992,789,2021092607
0,13,25.014099999999985,789,2021092607
0,14,25.356649999999988,789,2021092607
0,15,25.545349999999992,789,2021092607
0,16,25.812899999999964,789,2021092607
0,17,25.981049999999996,789,2021092607
0,18,25.881200000000007,789,2021092607
0,19,25.536600000000007,789,2021092607
0,20,25.07379999999997,789,2021092607
0,21,24.44945,789,2021092607
0,22,23.548099999999984,789,2021092607
0,23,22.403350000000014,789,2021092607
0,24,21.053050000000017,789,2021092607
0,25,20.1194,789,2021092607
0,26,20.35215000000001,789,2021092607
